year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,total_housing_units,total_housing_units_moe,unemployment_rate_pct,unemployment_rate_moe,labor_force_participation_pct,labor_force_participation_moe,median_income_nominal,median_income_real,median_income_moe,cpi,total_population_25plus,hs_graduate_pct,hs_graduate_count,hs_graduate_moe,bachelors_plus_pct,bachelors_count,doctorate_count,doctorate_moe,establishment_count,uninsured_pct,uninsured_moe,poverty_rate_pct,unemployment_rate_pct.1,per_capita_income,no_hs_diploma_pct,under_18_pct,over_65_pct,disability_pct,single_parent_pct,minority_pct,limited_english_pct,multi_unit_housing_pct,mobile_homes_pct,crowding_pct,no_vehicle_pct,group_quarters_count,pct_group_quarters,lat,lon,max_wind_knots,max_seismic_mag,target_pop_change,vulnerability_index
2014,Naranjito,72105,30034,0,23915,117,10492,172,15.7,0,37.1,0,17478,24113.83,1417,236.72,19614,69.7,5463,532.7785656,15.1,2966,7,11.0,289.0,94.4,1.3,49.75,15.7,9481,31.23,23.66,14.72,21.98,14.14,99.89,18.45,0.64,0.1,9.36,14.77,96,0.32,18.3008,-66.2447,0.0,0.0,-0.7337387625594882,0.1203862171688746
2015,Naranjito,72105,29751,0,23827,114,10676,163,21.9,0,39.3,0,17423,24008.86,1787,237.0,19657,69.0,5169,491.5170394,16.0,3142,9,14.0,284.0,5.2,1.5,49.38,21.87,9347,31.9,23.12,15.41,24.46,12.51,99.87,17.69,0.95,0.11,8.14,14.01,92,0.31,18.3008,-66.2447,0.0,0.0,-0.9422654325098256,0.3107751253193185
2016,Naranjito,72105,29467,0,23700,119,10605,196,22.0,0,41.8,0,18828,25620.25,2062,240.01,19749,70.1,5074,438.041094,16.3,3210,10,15.0,275.0,4.3,1.1,47.86,21.97,9886,30.77,22.44,16.26,25.06,13.24,99.87,0.0,0.94,0.29,7.58,13.45,90,0.31,18.3008,-66.2447,0.0,0.0,-0.9545897616886845,0.05586663289325561
2017,Naranjito,72105,29112,0,23583,132,10634,193,23.8,0,42.3,0,18069,24074.31,1725,245.12,19807,70.4,5141,503.1600143,16.9,3350,11,17.0,287.0,4.2,1.3,47.47,23.81,8996,30.5,21.74,17.17,26.74,11.63,99.87,0.0,0.75,0.27,5.6,15.95,83,0.29,18.3008,-66.2447,135.0,0.0,-1.2047375029694218,0.3335800448807073
2018,Naranjito,72105,28557,0,23292,129,10455,251,24.1,0,42.3,0,19332,25143.81,2452,251.1,19726,70.3,4921,590.6352512,16.5,3259,0,25.0,291.0,4.4,1.3,45.9,24.08,9150,30.6,20.99,18.08,30.01,10.49,99.87,0.0,0.92,0.32,4.82,15.96,86,0.3,18.3008,-66.2447,0.0,0.0,-1.9064303380049497,0.17756868344427884
2019,Naranjito,72105,28112,0,23217,130,10361,260,23.6,0,40.7,0,18883,24122.43,2411,255.65,19725,70.8,4855,630.5370727,16.1,3178,0,26.0,301.0,5.4,1.8,46.44,23.59,9120,30.13,20.21,19.06,28.7,8.44,99.98,0.0,0.74,0.18,4.89,18.16,82,0.29,18.3008,-66.2447,40.0,4.6,-1.558286934902131,0.42531792434633997
2020,Naranjito,72105,27719,0,23060,182,10322,249,18.2,0,38.3,0,18778,23691.46,2655,258.86,19721,71.9,4841,744.3822943,17.0,3352,37,59.0,308.0,4.8,1.7,45.94,18.18,10084,29.04,19.48,20.05,27.72,10.07,100.0,0.0,0.45,0.23,5.13,17.64,78,0.28,18.3008,-66.2447,45.0,0.0,-1.3979795105293125,0.009090620072719095
2021,Naranjito,72105,29200,0,24691,76,10391,288,16.9,0,37.5,0,19156,23087.58,2194,270.97,20993,71.3,5075,808.1986142,17.9,3766,52,76.0,330.0,6.1,2.3,45.41,16.94,10818,29.57,18.83,21.14,28.34,10.8,100.0,0.0,0.37,0.0,5.34,16.96,76,0.26,18.3008,-66.2447,0.0,0.0,5.342905588224678,-0.1379496278211711
2022,Naranjito,72105,29153,0,24624,155,10590,433,17.5,0,39.9,0,20616,23008.65,2167,292.63,21238,71.7,5247,722.5268161,18.1,3853,144,139.0,353.0,6.2,2.2,48.78,17.47,11370,29.17,18.13,22.06,27.04,12.96,100.0,15.85,0.56,0.25,6.29,15.99,79,0.27,18.3008,-66.2447,75.0,0.0,-0.16095890410958713,-0.0012104098454933925
2023,Naranjito,72105,29246,0,24767,182,10862,382,15.9,0,42.1,0,21399,22935.96,1744,304.7,21545,73.0,5803,776.6723891,19.8,4258,153,134.0,353.0,6.6,2.5,50.55,15.88,11970,27.84,17.54,22.87,24.21,13.23,100.0,16.6,1.62,0.18,5.94,14.58,80,0.27,18.3008,-66.2447,0.0,0.0,0.31900662024491044,-0.1571063669872696
2024,Naranjito,72105,29310,0,24961,178,11460,398,11.7,0,43.3,0,22156,23066.39,1628,313.7,21836,73.1,6678,880.6480568,19.4,4230,153,138.0,,5.9,2.1,51.09,11.67,12849,27.68,16.93,23.73,25.28,14.67,99.86,14.44,1.69,0.17,6.03,14.5,102,0.35,18.3008,-66.2447,0.0,0.0,0.21883334473089544,-0.3783573289128517
2011,Orocovis,72107,23541,0,17924,114,8170,161,30.4,0,43.8,0,13921,20213.28,962,224.92,14421,45.0,4398,323.7977764,14.5,2089,9,93.21480569,141.0,0.0,0.0,61.79,30.35,6322,42.83,27.76,12.23,0.0,21.86,99.4,12.81,2.62,0.0,8.0,20.58,130,0.0,18.2269,-66.4411,70.0,0.0,-0.4440497335701621,3.686576779217374
2012,Orocovis,72107,23386,0,18013,100,8253,117,29.0,0,42.1,0,14296,20336.17,838,229.59,14462,61.3,4457,381.6084381,15.1,2184,11,18.0,141.0,0.0,0.0,59.95,28.99,6676,39.93,26.97,12.59,30.6,20.03,99.51,13.29,2.37,0.0,7.47,18.95,151,0.65,18.2269,-66.4411,0.0,0.0,-0.6584257253302694,2.3437501389016964
2013,Orocovis,72107,23194,0,17965,105,8327,147,29.5,0,38.7,0,14743,20669.03,934,232.95,14500,60.4,4404,380.6638937,14.2,2058,14,22.0,151.0,96.4,1.0,60.36,29.52,6668,40.82,26.14,13.1,32.59,18.74,99.67,11.76,2.14,0.0,6.88,20.06,142,0.61,18.2269,-66.4411,0.0,0.0,-0.8210040194988499,2.536520186593086
2014,Orocovis,72107,22927,0,18045,100,8429,158,27.7,0,37.2,0,14549,20072.78,1267,236.72,14507,62.2,4558,379.0158308,15.4,2229,17,27.0,155.0,96.6,0.9,59.22,27.7,6968,39.08,25.28,13.7,34.17,17.34,99.83,12.7,2.67,0.09,6.52,19.86,137,0.6,18.2269,-66.4411,0.0,0.0,-1.1511597827024267,2.1799838477379647
2015,Orocovis,72107,22595,0,17968,91,8485,163,31.2,0,36.8,0,14110,19443.56,1065,237.0,14470,61.9,4607,481.7146458,15.4,2228,17,24.0,148.0,2.4,0.7,59.48,31.21,6792,39.31,24.54,14.3,36.62,18.55,99.91,14.58,2.72,0.09,5.82,20.11,143,0.63,18.2269,-66.4411,45.0,0.0,-1.4480743228507897,2.354597939341896
2016,Orocovis,72107,22258,0,17819,88,8514,165,28.6,0,36.8,0,14662,19951.35,1140,240.01,14471,63.7,4761,395.9558056,15.3,2216,2,5.0,144.0,2.3,0.8,57.72,28.65,7187,37.52,23.66,15.01,35.16,18.81,99.79,0.0,2.43,0.19,5.28,19.26,149,0.67,18.2269,-66.4411,0.0,0.0,-1.4914804160212403,1.9186709974795189
2017,Orocovis,72107,21906,0,17660,78,8528,190,32.1,0,37.6,0,14296,19047.34,1394,245.12,14452,64.4,4916,423.7747043,16.0,2307,2,6.0,156.0,2.3,0.8,56.3,32.1,7326,36.82,22.93,15.69,33.64,18.29,99.7,0.0,2.56,0.18,5.24,19.3,137,0.63,18.2269,-66.4411,135.0,0.0,-1.5814538592865524,1.9898890146084105
2018,Orocovis,72107,21407,0,17442,77,8580,175,34.1,0,38.4,0,13319,17323.12,1247,251.1,14364,66.5,4954,474.043247,16.3,2337,27,40.0,166.0,2.4,0.8,57.54,34.15,7889,34.74,22.07,16.42,31.37,19.99,99.72,0.0,2.46,0.19,6.34,18.46,142,0.66,18.2269,-66.4411,0.0,0.0,-2.2779147265589383,1.9697019500409914
2019,Orocovis,72107,20982,0,17164,70,8817,136,31.6,0,40.4,0,15099,19288.49,1315,255.65,14325,67.7,4779,452.8321985,17.0,2442,30,37.0,174.0,3.2,1.1,56.17,31.61,8299,33.53,21.23,17.17,27.47,17.81,99.75,0.0,1.67,0.09,5.73,17.25,146,0.7,18.2269,-66.4411,0.0,4.6,-1.9853319007801185,1.6286030995323637
